title,abstract,authors,keywords,year,language
Cyclic Vomiting Syndrome: A Functional Disorder | Cyclic Vomiting Syndrome: A Functional Disorder,"Cyclic vomiting syndrome (CVS) is a functional disorder characterized by stereotypical episodes of intense vomiting separated by weeks to months. Although it can occur at any age, the most common age at presentation is 3-7 years. There is no gender predominance. The precise pathophysiology of CVS is not known but a strong association with migraine headaches, in the patient as well as the mother indicates that it may represent a mitochondriopathy. Studies have also suggested the role of an underlying autonomic neuropathy involving the sympathetic nervous system in its pathogenesis. CVS has known triggers in many individuals and avoiding these triggers can help prevent the onset of the episodes. It typically presents in four phases: a prodrome, vomiting phase, recovery phase and an asympto-matic phase until the next episode. Complications such as dehydration and hematemesis from Mallory Wise tear of the esophageal mucosa may occur in more severe cases. Blood and urine tests and abdominal imaging may be indicated depending upon the severity of symptoms. Brain magnetic resonance imaging and upper gastrointestinal endoscopy may also be indicated in certain circumstances. Management of an episode after it has started (‘abortivetreatment’) includes keeping the patient in a dark and quiet room, intravenous hydration, ondansetron, sumatriptan, clonidine, and benzodiazepines. Prophylactic treatment includes cyproheptadine, propranolol and amitriptyline. No mortality has been reported as a direct result of CVS and many children outgrow it over time. A subset may develop other functional disorders like irritable bowel syndrome and migraine headaches. Cyclic vomiting syndrome (CVS) is a functional disorder characterized by stereotypical episodes of intense vomiting separated by weeks to months. Although it can occur at any age, the most common age at presentation is 3-7 years. There is no gender predominance. The precise pathophysiology of CVS is not known but a strong association with migraine headaches, in the patient as well as the mother indicates that it may represent a mitochondriopathy. Studies have also suggested the role of an underlying autonomic neuropathy involving the sympathetic nervous system in its pathogenesis. CVS has known triggers in many individuals and avoiding these triggers can help prevent the onset of the episodes. It typically presents in four phases: a prodrome, vomiting phase, recovery phase and an asympto-matic phase until the next episode. Complications such as dehydration and hematemesis from Mallory Wise tear of the esophageal mucosa may occur in more severe cases. Blood and urine tests and abdominal imaging may be indicated depending upon the severity of symptoms. Brain magnetic resonance imaging and upper gastrointestinal endoscopy may also be indicated in certain circumstances. Management of an episode after it has started (‘abortivetreatment’) includes keeping the patient in a dark and quiet room, intravenous hydration, ondansetron, sumatriptan, clonidine, and benzodiazepines. Prophylactic treatment includes cyproheptadine, propranolol and amitriptyline. No mortality has been reported as a direct result of CVS and many children outgrow it over time. A subset may develop other functional disorders like irritable bowel syndrome and migraine headaches.",Ajay Kaul(Cincinnati Children’s Hospital Medical Center); Kanwar K. Kaul(NSCB Medical College),소아과학,2015-12,영어
Maladaptive Behavior and Gastrointestinal Disorders in Children with Autism Spectrum Disorder | Maladaptive Behavior and Gastrointestinal Disorders in Children with Autism Spectrum Disorder,"Purpose: Various gastrointestinal factors may contribute to maladaptive behavior in children with autism spectrum disorders (ASD). To determine the association between maladaptive behavior in children with ASD and gastro-intestinal symptoms such as severity, intestinal microbiota, inflammation, enterocyte damage, permeability and ab-sorption of opioid peptides. Methods: This observational cross-sectional study compared children with ASD to healthy controls, aged 2-10 years. Maladaptive behavior was classified using the Approach Withdrawal Problems Composite subtest of the Pervasive Developmental Disorder Behavior Inventory. Dependent variables were gastrointestinal symptom severity index, fecal calprotectin, urinary D-lactate, urinary lactulose/mannitol excretion, urinary intestinal fatty acids binding protein (I-FABP) and urinary opioid peptide excretion.Results: We did not find a significant difference between children with ASD with severe or mild maladaptive behavior and control subjects for gastrointestinal symptoms, fecal calprotectin, urinary D-lactate, and lactulose/mannitol ratio. Urinary opioid peptide excretion was absent in all children. Children with ASD with severe maladaptive behavior showed significantly higher urinary I-FABP levels compared to those with mild maladaptive behavior (p=0.019) and controls (p=0.015). Conclusion: In our series, maladaptive behavior in ASD children was not associated with gastrointestinal symptoms, intestinal inflammation (no difference in calprotectin), microbiota (no difference in urinary D-lactate) and intestinal permeability (no difference in lactulose/manitol ratio). ASD children with severe maladaptive behavior have sig-nificantly more enterocyte damage (increased urinary I-FABP) than ASD children with mild maladaptive behavior and normal children. Purpose: Various gastrointestinal factors may contribute to maladaptive behavior in children with autism spectrum disorders (ASD). To determine the association between maladaptive behavior in children with ASD and gastro-intestinal symptoms such as severity, intestinal microbiota, inflammation, enterocyte damage, permeability and ab-sorption of opioid peptides. Methods: This observational cross-sectional study compared children with ASD to healthy controls, aged 2-10 years. Maladaptive behavior was classified using the Approach Withdrawal Problems Composite subtest of the Pervasive Developmental Disorder Behavior Inventory. Dependent variables were gastrointestinal symptom severity index, fecal calprotectin, urinary D-lactate, urinary lactulose/mannitol excretion, urinary intestinal fatty acids binding protein (I-FABP) and urinary opioid peptide excretion.Results: We did not find a significant difference between children with ASD with severe or mild maladaptive behavior and control subjects for gastrointestinal symptoms, fecal calprotectin, urinary D-lactate, and lactulose/mannitol ratio. Urinary opioid peptide excretion was absent in all children. Children with ASD with severe maladaptive behavior showed significantly higher urinary I-FABP levels compared to those with mild maladaptive behavior (p=0.019) and controls (p=0.015). Conclusion: In our series, maladaptive behavior in ASD children was not associated with gastrointestinal symptoms, intestinal inflammation (no difference in calprotectin), microbiota (no difference in urinary D-lactate) and intestinal permeability (no difference in lactulose/manitol ratio). ASD children with severe maladaptive behavior have sig-nificantly more enterocyte damage (increased urinary I-FABP) than ASD children with mild maladaptive behavior and normal children.",Hardiono D. Pusponegoro(University of Indonesia); Sofyan Ismael(University of Indonesia); Sudigdo Sastroasmoro(University of Indonesia); Agus Firmansyah(University of Indonesia); Yvan Vandenplas(Universitair Ziekenhuis Brussel),소아과학,2015-12,영어
Esophageal Bolus Transit in Newborns with Gastroesophageal Reflux Disease Symptoms: A Multichannel Intraluminal Impedance Study | Esophageal Bolus Transit in Newborns with Gastroesophageal Reflux Disease Symptoms: A Multichannel Intraluminal Impedance Study,"Purpose: The aim of this study was to evaluate bolus transit during esophageal swallow (ES) and gastroesophageal reflux (GER) events and to investigate the relationship between the characteristics of ES and GER events in a pop-ulation of term and preterm newborns with symptoms of gastroesophageal reflux disease (GERD). Methods: The study population consisted of term and preterm newborns referred to combined multichannel intra-luminal impedance (MII) and pH monitoring for GERD symptoms. The frequency and characteristics of ES and GER events were assessed by two independent investigators. Statistical significance was set at p＜0.05. Results: Fifty-four newborns (23 preterm) were included in the analyses. Median bolus head advancing time cor-rected for esophageal length (BHATc) was shorter during mealtime than during the postprandial period (median, interquartile range): 0.20 (0.15-0.29) s/cm vs. 0.47 (0.39-0.64) s/cm, p＜0.001. Median bolus presence time (BPT) was prolonged during mealtime: 4.71(3.49-6.27) s vs. 2.66 (1.82-3.73) s, p＜0.001. Higher BHATc (p=0.03) and prolonged BPT (p＜0.001) were observed in preterm newborns during the postprandial period. A significant positive correlation between BHATc and bolus clearance time was also observed (ρ=0.33, p=0.016).Conclusion: The analysis of ES and GER events at the same time by MII provides useful information to better under-stand the physiopathology of GERD. In particular, the analysis of BHATc during the postprandial period could help clinicians identify newborns with prolonged esophageal clearance time due to impaired esophageal motility, which could allow for more accurate recommendations regarding further tests and treatment. Purpose: The aim of this study was to evaluate bolus transit during esophageal swallow (ES) and gastroesophageal reflux (GER) events and to investigate the relationship between the characteristics of ES and GER events in a pop-ulation of term and preterm newborns with symptoms of gastroesophageal reflux disease (GERD). Methods: The study population consisted of term and preterm newborns referred to combined multichannel intra-luminal impedance (MII) and pH monitoring for GERD symptoms. The frequency and characteristics of ES and GER events were assessed by two independent investigators. Statistical significance was set at p＜0.05. Results: Fifty-four newborns (23 preterm) were included in the analyses. Median bolus head advancing time cor-rected for esophageal length (BHATc) was shorter during mealtime than during the postprandial period (median, interquartile range): 0.20 (0.15-0.29) s/cm vs. 0.47 (0.39-0.64) s/cm, p＜0.001. Median bolus presence time (BPT) was prolonged during mealtime: 4.71(3.49-6.27) s vs. 2.66 (1.82-3.73) s, p＜0.001. Higher BHATc (p=0.03) and prolonged BPT (p＜0.001) were observed in preterm newborns during the postprandial period. A significant positive correlation between BHATc and bolus clearance time was also observed (ρ=0.33, p=0.016).Conclusion: The analysis of ES and GER events at the same time by MII provides useful information to better under-stand the physiopathology of GERD. In particular, the analysis of BHATc during the postprandial period could help clinicians identify newborns with prolonged esophageal clearance time due to impaired esophageal motility, which could allow for more accurate recommendations regarding further tests and treatment.",Francesco Cresi(S.Anna-Regina Margherita Children’s Hospital); Stefania Alfonsina Liguori(Maria Vittoria Hospital); Elena Maggiora(S.Anna-Regina Margherita Children’s Hospital); Emanuela Locatelli(S.Anna-Regina Margherita Children’s Hospital); Flavia Indrio(University of BariPoliclinico); Enrico Bertino(S.Anna-Regina Margherita Children’s Hospital); Alessandra Coscia(S.Anna-Regina Margherita Children’s Hospital),소아과학,2015-12,영어
Association between Gastric pH and Helicobacter pylori Infection in Children | Association between Gastric pH and Helicobacter pylori Infection in Children,"Purpose: To assess gastric pH and its relationship with urease-test positivity and histological findings in children with Helicobacter pylori infection.Methods: Fasting gastric juices and endoscopic antral biopsy specimens were collected from 562 children and sub-jected to the urease test and histopathological examination. The subjects were divided into 3 age groups: 0-4, 5-9, and 10-15 years. The histopathological grade was assessed using the Updated Sydney System, while the gastric juice pH was determined using a pH meter.Results: The median gastric juice pH did not differ significantly among the age groups (p=0.655). The proportion of individuals with gastric pH ＞4.0 was 1.3% in the 0-4 years group, 6.1% in the 5-9 years group, and 8.2% in 10-15 years (p=0.101). The proportions of moderate and severe chronic gastritis, active gastritis, and H. pylori infiltration increased with age (p＜0.005). Urease-test positivity was higher in children with hypochlorhydria (77.8%) than in those with normal gastric pH (31.7%) (p＜0.001). Chronic and active gastritis were more severe in the former than the latter (p＜0.001), but the degree of H. pylori infiltration did not differ (20.9% vs. 38.9%; p=0.186). Conclusion: Gastric pH while fasting is normal in most children regardless of age. Urease-test positivity may be related to hypochlorhydria in children, and hypochlorhydria is in turn related to H. pylori infection. Purpose: To assess gastric pH and its relationship with urease-test positivity and histological findings in children with Helicobacter pylori infection.Methods: Fasting gastric juices and endoscopic antral biopsy specimens were collected from 562 children and sub-jected to the urease test and histopathological examination. The subjects were divided into 3 age groups: 0-4, 5-9, and 10-15 years. The histopathological grade was assessed using the Updated Sydney System, while the gastric juice pH was determined using a pH meter.Results: The median gastric juice pH did not differ significantly among the age groups (p=0.655). The proportion of individuals with gastric pH ＞4.0 was 1.3% in the 0-4 years group, 6.1% in the 5-9 years group, and 8.2% in 10-15 years (p=0.101). The proportions of moderate and severe chronic gastritis, active gastritis, and H. pylori infiltration increased with age (p＜0.005). Urease-test positivity was higher in children with hypochlorhydria (77.8%) than in those with normal gastric pH (31.7%) (p＜0.001). Chronic and active gastritis were more severe in the former than the latter (p＜0.001), but the degree of H. pylori infiltration did not differ (20.9% vs. 38.9%; p=0.186). Conclusion: Gastric pH while fasting is normal in most children regardless of age. Urease-test positivity may be related to hypochlorhydria in children, and hypochlorhydria is in turn related to H. pylori infection.",서지현(경상대학교); 박형근(경상대학교); 박지숙(경상대학교); 염정숙(경상대학교); 임재영(경상대학교); 박찬후(경상대학교); 우향옥(경상대학교); 윤희상(경상대학교); 전진수(경상대학교); 고경혁(경상대학교); Seung Chul Baik(Gyeongsang National University School of Medicine); 이우곤(경상대학교); 조명제(경상대학교); 이광호(경상대학교); 백승철(경상대학교),소아과학,2015-12,영어
Clinical Manifestations and Treatment Outcomes of Eosinophilic Gastroenteritis in Children | Clinical Manifestations and Treatment Outcomes of Eosinophilic Gastroenteritis in Children,"Purpose: The aim of the present study was to investigate the clinical features and outcome of eosinophilic gastro-enteritis (EGE) in children.Methods: Our study enrolled 24 children who were diagnosed with EGE from 1993 to 2014 at the Department of Pediatrics, Seoul National University Children’s Hospital. The patients’ clinical manifestations, treatments, and out-comes were reviewed from the medical records.Results: The mean age at diagnosis was 5.3 years. Most patients had gastrointestinal symptoms including diarrhea (54.2%) and abdominal pain (45.8%). Peripheral eosinophilia was present in 91.7% of the patients. Thirteen patients (54.2%) showed anemia, and 15 patients (62.5%) had hypoalbuminemia. EGE was classified as mucosal, sub-serosal, or muscular in 75.0%, 20.8%, and 4.2% of cases, respectively. Three patients showed gastroduodenal ulcers upon endoscopic analysis. A history of allergy was reported in 13 patients, including atopic dermatitis, allergic rhinitis, and asthma. Five patients (20.8%) improved with food restrictions. Among the 19 patients treated with steroids, 11 (57.9%) discontinued steroid treatment without subsequent relapse, 4 (21.1%) relapsed after ceasing steroid treat-ment, and 4 (21.1%) showed no response to steroids. Two patients who were resistant to steroids underwent ther-apeutic surgery. The presence of gastroduodenal ulcers was significantly associated with relapse and steroid resistance.Conclusion: A high suspicion of EGE is warranted when children have nonspecific gastrointestinal symptoms and peripheral eosinophilia. Most patients improved with food restrictions or steroid treatment, although one-third of pa-tients showed a relapse or steroid resistance. Purpose: The aim of the present study was to investigate the clinical features and outcome of eosinophilic gastro-enteritis (EGE) in children.Methods: Our study enrolled 24 children who were diagnosed with EGE from 1993 to 2014 at the Department of Pediatrics, Seoul National University Children’s Hospital. The patients’ clinical manifestations, treatments, and out-comes were reviewed from the medical records.Results: The mean age at diagnosis was 5.3 years. Most patients had gastrointestinal symptoms including diarrhea (54.2%) and abdominal pain (45.8%). Peripheral eosinophilia was present in 91.7% of the patients. Thirteen patients (54.2%) showed anemia, and 15 patients (62.5%) had hypoalbuminemia. EGE was classified as mucosal, sub-serosal, or muscular in 75.0%, 20.8%, and 4.2% of cases, respectively. Three patients showed gastroduodenal ulcers upon endoscopic analysis. A history of allergy was reported in 13 patients, including atopic dermatitis, allergic rhinitis, and asthma. Five patients (20.8%) improved with food restrictions. Among the 19 patients treated with steroids, 11 (57.9%) discontinued steroid treatment without subsequent relapse, 4 (21.1%) relapsed after ceasing steroid treat-ment, and 4 (21.1%) showed no response to steroids. Two patients who were resistant to steroids underwent ther-apeutic surgery. The presence of gastroduodenal ulcers was significantly associated with relapse and steroid resistance.Conclusion: A high suspicion of EGE is warranted when children have nonspecific gastrointestinal symptoms and peripheral eosinophilia. Most patients improved with food restrictions or steroid treatment, although one-third of pa-tients showed a relapse or steroid resistance.",Jong Sub Choi(Seoul National University College of Medicine); Shin Jie Choi(Seoul National University College of Medicine); Kyung Jae Lee(Seoul National University College of Medicine); Ahlee Kim(Seoul National University College of Medicine); Jung Kyung Yoo(Seoul National University College of Medicine); 양혜란(서울대학교); 문진수(서울대학교병원); 장주영(서울대학교); 고재성(서울대학교); 강경훈(서울대학교),소아과학,2015-12,영어
The Importance of Esophageal and Gastric Diseases as Causes of Chest Pain | The Importance of Esophageal and Gastric Diseases as Causes of Chest Pain,"Purpose: Pediatric chest pain is considered to be idiopathic or caused by benign diseases. This study was to find out how much upper gastrointestinal (UGI) diseases are major causes of chest pain in pediatric patients.Methods: The records of 75 children (42 boys and 33 girls, aged 3-17 years old) who have presented with mainly chest pain from January 1995 to March 2015 were retrospectively reviewed. Chest X-ray and electrocardiography (ECG) were performed in all aptients. Further cardiologic and gastrointestinal (GI) evaluations were performed in indicated patients.Results: Chest pain was most common in the children of 6 and 9 to 14 years old. Esopha-gogastric diseases were unexpectedly the most common direct causes of the chest pain, the next are idiopathic, cardiac diseases, chest trauma, respiratory disease, and psychosomatic disease. Even though 21 showed abnormal ECG findings and 7 showed abnormalities on echocardiography, cardiac diseases were determined to be the direct causes only in 9. UGI endoscopy was performed in 57 cases, and esophago-gastric diseases which thereafter were thought to be causative diseases were 48 cases. The mean age of the children with esophago-gastric diseases were different with marginal significance from that of the other children with chest pain not related with esophago-gastric diseases. All the 48 children diagnosed with treated with GI medicines based on the diagnosis, and 37 cases (77.1%) sub-sequently showed clinical improvement. Conclusion: Diagnostic approaches to find out esophageal and gastric diseases in children with chest pain are im-portant as well as cardiac and respiratory investigations. Purpose: Pediatric chest pain is considered to be idiopathic or caused by benign diseases. This study was to find out how much upper gastrointestinal (UGI) diseases are major causes of chest pain in pediatric patients.Methods: The records of 75 children (42 boys and 33 girls, aged 3-17 years old) who have presented with mainly chest pain from January 1995 to March 2015 were retrospectively reviewed. Chest X-ray and electrocardiography (ECG) were performed in all aptients. Further cardiologic and gastrointestinal (GI) evaluations were performed in indicated patients.Results: Chest pain was most common in the children of 6 and 9 to 14 years old. Esopha-gogastric diseases were unexpectedly the most common direct causes of the chest pain, the next are idiopathic, cardiac diseases, chest trauma, respiratory disease, and psychosomatic disease. Even though 21 showed abnormal ECG findings and 7 showed abnormalities on echocardiography, cardiac diseases were determined to be the direct causes only in 9. UGI endoscopy was performed in 57 cases, and esophago-gastric diseases which thereafter were thought to be causative diseases were 48 cases. The mean age of the children with esophago-gastric diseases were different with marginal significance from that of the other children with chest pain not related with esophago-gastric diseases. All the 48 children diagnosed with treated with GI medicines based on the diagnosis, and 37 cases (77.1%) sub-sequently showed clinical improvement. Conclusion: Diagnostic approaches to find out esophageal and gastric diseases in children with chest pain are im-portant as well as cardiac and respiratory investigations.",김용주(한양대학교); Eun Jung Shin(Hanyang University College of Medicine); 김남수(Hanyang University College of Medicine); 이영호(한양대학교); Eun Woo Nam(Hanyang University College of Medicine),소아과학,2015-12,영어
Primary Sclerosing Cholangitis with Inflammatory Bowel Disease in Korean Children | Primary Sclerosing Cholangitis with Inflammatory Bowel Disease in Korean Children,"Purpose: Primary sclerosing cholangitis (PSC) is a rare condition that can be associated with inflammatory bowel disease (IBD). The aim of this study was to evaluate PSC and its association with IBD in children.Methods: We retrospectively enrolled 13 pediatric patients (＜18 years) with PSC treated at Asan Medical Center between June 1989 and December 2013. Clinical findings and long-term outcomes were investigated. During the same period, the incidence of PSC among IBD patients was evaluated among 600 Crohn disease (CD) and 210 ulcerative colitis (UC) patients.Results: All 13 study patients diagnosed with PSC also presented with IBD. Eleven boys and two girls with a median age of 15.0 years old (9.0-17.8 years) were included. The cumulative incidence of PSC for UC was 5.7% (12 of 210) and 0.2% for CD (1 of 600), respectively. PSC occurred during follow-up for IBD for five patients (38.5%) whereas, IBD developed during follow-up for PSC for two patients (15.4%), and was diagnosed during the initial work-up for PSC for 6 patients (46.2%). For the 77.3 month median follow-up period, 9/13 patients (69.2%), neither the clinical symptoms nor blood test results worsened. Two cases (15.4%) developed liver cirrhosis and underwent liver transplantation. Among 13 PSC patients with IBD, two (15.4%) developed colorectal cancer, and no one developed cholangiocarcinoma. Conclusion: All patients with PSC in this study had associated IBD. The incidence of PSC was not rare compared to reports in adults. PSC should be considered during the management of IBD and vice versa in children. Purpose: Primary sclerosing cholangitis (PSC) is a rare condition that can be associated with inflammatory bowel disease (IBD). The aim of this study was to evaluate PSC and its association with IBD in children.Methods: We retrospectively enrolled 13 pediatric patients (＜18 years) with PSC treated at Asan Medical Center between June 1989 and December 2013. Clinical findings and long-term outcomes were investigated. During the same period, the incidence of PSC among IBD patients was evaluated among 600 Crohn disease (CD) and 210 ulcerative colitis (UC) patients.Results: All 13 study patients diagnosed with PSC also presented with IBD. Eleven boys and two girls with a median age of 15.0 years old (9.0-17.8 years) were included. The cumulative incidence of PSC for UC was 5.7% (12 of 210) and 0.2% for CD (1 of 600), respectively. PSC occurred during follow-up for IBD for five patients (38.5%) whereas, IBD developed during follow-up for PSC for two patients (15.4%), and was diagnosed during the initial work-up for PSC for 6 patients (46.2%). For the 77.3 month median follow-up period, 9/13 patients (69.2%), neither the clinical symptoms nor blood test results worsened. Two cases (15.4%) developed liver cirrhosis and underwent liver transplantation. Among 13 PSC patients with IBD, two (15.4%) developed colorectal cancer, and no one developed cholangiocarcinoma. Conclusion: All patients with PSC in this study had associated IBD. The incidence of PSC was not rare compared to reports in adults. PSC should be considered during the management of IBD and vice versa in children.","Jisun Yoon(Asan Medical Center Children’s Hospital); Seak Hee Oh(Asan Medical Center Children’s Hospital); Hyun Jin Kim(Asan Medical Center Children’s Hospital); Sang Hyoung Park(Asan Medical Center Children’s Hospital); Byong Duk Ye(Asan Medical Center, University of Ulsan College of Medicine); Suk-Kyun Yang(Asan Medical Center, University of Ulsan College of Medicine); Kyung Mo Kim(Asan Medical Center Children’s Hospital)",소아과학,2015-12,영어
A Case of Post-Traumatic Pseudocyst in the Spleen SuccessfullyTreated with Alcohol Sclerotherapy | A Case of Post-Traumatic Pseudocyst in the Spleen SuccessfullyTreated with Alcohol Sclerotherapy,This report details a case of post-traumatic pseudocyst in the spleen that was successfully treated with sclerotherapy using ethanol. A sixteen-year-old boy visited our hospital for a follow-up examination of a splenic cyst. He had experi-enced blunt trauma to the abdomen three years prior to presentation. An abdominal computed tomography scan revealed a large cyst of the lower pole of the spleen. The cyst was 6.8×9.5×7.0 cm and conservative management was tried. A follow-up ultrasonographic examination three years later revealed that the size of the cyst was unchanged and another treatment was needed to prevent complications. One session of sclerosis with ethanol (90 mL of 99% ethanol) percutaneously was applied to the cyst. A follow-up after four months revealed that the cyst had completely resolved. This report details a case of post-traumatic pseudocyst in the spleen that was successfully treated with sclerotherapy using ethanol. A sixteen-year-old boy visited our hospital for a follow-up examination of a splenic cyst. He had experi-enced blunt trauma to the abdomen three years prior to presentation. An abdominal computed tomography scan revealed a large cyst of the lower pole of the spleen. The cyst was 6.8×9.5×7.0 cm and conservative management was tried. A follow-up ultrasonographic examination three years later revealed that the size of the cyst was unchanged and another treatment was needed to prevent complications. One session of sclerosis with ethanol (90 mL of 99% ethanol) percutaneously was applied to the cyst. A follow-up after four months revealed that the cyst had completely resolved.,Sang Wook Mun(Pusan National University School of Medicine); Taek- Jin Lim(Pusan National University School of Medicine); Eun Ha Hwang(Pusan National University School of Medicine); 이연주(부산대학교); Ung Bae Jeon(Pusan National University School of Medicine); 박재홍(부산대학교),소아과학,2015-12,영어
Heterotopic Pancreas Presented as Duodenal Tumor with Obstruction | Heterotopic Pancreas Presented as Duodenal Tumor with Obstruction,"Heterotopic pancreas (HP) is defined as pancreatic tissue lacking anatomic and vascular continuity with the main body of the pancreas. Most are asymptomatic, but can cause ulcer, bleeding, intussusception, and mechanical obstruction. Herein, we presented one case of HP presented as duodenal tumor causing duodenal obstruction. A 7-year-old girl visited the emergency room for abdominal pain with vomiting for 24 hours. Computed tomography and upper gastrointestinal series revealed a polypoid mass with short stalk in the 2nd portion of duodenum. We attempted an endoscopic removal. However, the lumen was nearly obstructed by the mass and the stalk was too broad and hard to excise. The mass was surgically removed via duodenotomy. It was confirmed as a HP with ductal and acini components (type 2 by Heinrich classification). Postoperatively, the patient has been well without any com-plication and recurrence. Heterotopic pancreas (HP) is defined as pancreatic tissue lacking anatomic and vascular continuity with the main body of the pancreas. Most are asymptomatic, but can cause ulcer, bleeding, intussusception, and mechanical obstruction. Herein, we presented one case of HP presented as duodenal tumor causing duodenal obstruction. A 7-year-old girl visited the emergency room for abdominal pain with vomiting for 24 hours. Computed tomography and upper gastrointestinal series revealed a polypoid mass with short stalk in the 2nd portion of duodenum. We attempted an endoscopic removal. However, the lumen was nearly obstructed by the mass and the stalk was too broad and hard to excise. The mass was surgically removed via duodenotomy. It was confirmed as a HP with ductal and acini components (type 2 by Heinrich classification). Postoperatively, the patient has been well without any com-plication and recurrence.",김성흔(동아대학교); 남소현(동아대학교),소아과학,2015-12,영어
Mesalizine-Induced Acute Pancreatitis and Interstitial Pneumonitis in a Patient with Ulcerative Colitis | Mesalizine-Induced Acute Pancreatitis and Interstitial Pneumonitis in a Patient with Ulcerative Colitis,"Ulcerative colitis (UC) is a chronic idiopathic inflammatory bowel disease. Mesalizine for the first-line therapy of UC has adverse effects include pancreatitis, pneumonia and pericarditis. UC complicated by two coexisting conditions, however, is very rare. Moreover, drug-related pulmonary toxicity is particularly rare. An 11-year-old male patient was hospitalized for recurring upper abdominal pain after meals with vomiting, hematochezia and exertional dyspnea developing at 2 weeks of mesalizine therapy for UC. The serum level of lipase was elevated. Chest X-ray and thorax computed tomography showed interstitial pneumonitis. Mesalizine was discontinued and steroid therapy was initiated. Five days after admission, symptoms were resolved and mesalizine was resumed after a drop in amylase and lipase level. Symptoms returned the following day, however, accompanied by increased the serum levels of amylase and lipase. Mesalizine was discontinued again and recurring symptoms rapidly improved. Ulcerative colitis (UC) is a chronic idiopathic inflammatory bowel disease. Mesalizine for the first-line therapy of UC has adverse effects include pancreatitis, pneumonia and pericarditis. UC complicated by two coexisting conditions, however, is very rare. Moreover, drug-related pulmonary toxicity is particularly rare. An 11-year-old male patient was hospitalized for recurring upper abdominal pain after meals with vomiting, hematochezia and exertional dyspnea developing at 2 weeks of mesalizine therapy for UC. The serum level of lipase was elevated. Chest X-ray and thorax computed tomography showed interstitial pneumonitis. Mesalizine was discontinued and steroid therapy was initiated. Five days after admission, symptoms were resolved and mesalizine was resumed after a drop in amylase and lipase level. Symptoms returned the following day, however, accompanied by increased the serum levels of amylase and lipase. Mesalizine was discontinued again and recurring symptoms rapidly improved.",정민재(조선대학교); 이재희(조선대학교); 문경래(조선대학교),소아과학,2015-12,영어
Characteristics of Pediatric Pancreatitis on Magnetic Resonance Cholangiopancreatography | Characteristics of Pediatric Pancreatitis on Magnetic Resonance Cholangiopancreatography,"Pediatric pancreatitis is not uncommon and results in considerable morbidity and mortality in the affected children. Unlike adults, pediatric pancreatitis is more frequently associated with underlying structural abnormalities, trauma, and drugs rather than an idiopathic etiology. Magnetic resonance cholangiopancreatography (MRCP) is a good imag-ing modality for evaluating pancreatitis and determining etiology without exposure to radiation. This article focuses on MRCP findings associated with various causes of pancreatitis in children, particularly structural abnormalities of the pancreaticobiliary system, as well as describing the feasibility, limitations, and solutions associated with pedia-tric MRCP. Pediatric pancreatitis is not uncommon and results in considerable morbidity and mortality in the affected children. Unlike adults, pediatric pancreatitis is more frequently associated with underlying structural abnormalities, trauma, and drugs rather than an idiopathic etiology. Magnetic resonance cholangiopancreatography (MRCP) is a good imag-ing modality for evaluating pancreatitis and determining etiology without exposure to radiation. This article focuses on MRCP findings associated with various causes of pancreatitis in children, particularly structural abnormalities of the pancreaticobiliary system, as well as describing the feasibility, limitations, and solutions associated with pedia-tric MRCP.",Jae-Yeon Hwang(Asan Medical Center); Hye-Kyung Yoon(Asan Medical Center); 김경모(울산대학교),소아과학,2015-06,영어
